"MvMf" "pEvM" "MfvpE" "MvF" "AvS"
"scaffold_75_483780_483937_+" 0 0 0 0 0
"scaffold_75_485959_486124_+" 0 0 0 0 0
"scaffold_75_486280_486416_+" 0 0 0 0 0
"scaffold_75_524701_524931_+" 0 0 0 0 0
"scaffold_75_545773_545855_+" 0 0 0 0 0
"scaffold_75_65625_65638_-" 0 0 0 0 0
"scaffold_75_73387_73588_-" 0 0 0 0 0
"scaffold_75_75216_75268_-" -1 1 0 -1 0
"scaffold_75_107575_107718_-" 0 0 0 0 0
"scaffold_75_159078_159209_-" 0 0 0 0 0
"scaffold_75_290892_291061_-" 0 0 0 0 0
"scaffold_75_296207_296283_-" 0 0 0 0 0
"scaffold_75_298233_298339_-" 0 0 0 0 0
"scaffold_75_304245_304298_-" 0 0 0 0 0
"scaffold_75_317353_317431_-" 0 0 0 0 0
"scaffold_75_318068_318154_-" 1 0 0 1 0
"scaffold_75_319013_319129_-" 0 0 0 0 0
"scaffold_75_335183_335312_-" 1 0 -1 1 0
"scaffold_75_336154_336318_-" 0 0 0 0 0
"scaffold_75_336915_336968_-" 0 -1 1 0 1
"scaffold_75_434329_434503_-" 0 0 0 0 0
"scaffold_75_434769_434828_-" 0 0 0 0 0
"scaffold_75_435469_435551_-" 0 0 0 0 0
"scaffold_75_438947_439297_-" 1 0 -1 0 0
"scaffold_75_439458_439562_-" 1 0 0 0 0
"scaffold_75_440798_440819_-" 0 0 0 1 0
"scaffold_75_447184_447241_-" 0 0 0 0 0
"scaffold_75_447476_447651_-" 0 0 0 0 0
"scaffold_75_454999_455083_-" -1 0 0 -1 0
"scaffold_75_513204_513355_-" 0 0 0 0 0
"scaffold_75_536988_537096_-" 0 0 0 0 0
"scaffold_75_539372_539519_-" 0 0 0 0 0
"scaffold_75_539649_539922_-" 0 0 0 0 0
"scaffold_75_540448_540553_-" 0 0 0 0 0
"scaffold_75_545490_545628_-" 0 0 0 0 0
"scaffold_76_23614_23638_+" 0 0 0 0 0
"scaffold_76_23860_24139_+" 0 0 0 0 0
"scaffold_76_25310_25401_+" 0 0 0 0 0
"scaffold_76_29345_29403_+" 0 1 -1 0 -1
"scaffold_76_40876_40954_+" 0 0 0 0 0
"scaffold_76_71091_71147_+" 0 0 0 0 0
"scaffold_76_93582_93772_+" 0 1 0 0 0
"scaffold_76_214918_214989_+" 0 0 0 0 0
"scaffold_76_229440_229885_+" 0 0 0 0 0
"scaffold_76_266831_266991_+" 0 0 0 0 0
"scaffold_76_269782_269900_+" 0 1 -1 -1 0
"scaffold_76_278336_278359_+" -1 0 1 0 0
"scaffold_76_298581_298640_+" 0 0 0 0 0
"scaffold_76_403551_403763_+" -1 1 0 -1 0
"scaffold_76_418356_418438_+" 1 -1 0 1 0
"scaffold_76_455909_455998_+" 0 0 0 0 0
"scaffold_76_459703_459781_+" -1 1 0 -1 0
"scaffold_76_462480_462855_+" 0 0 0 0 0
"scaffold_76_466330_466450_+" 0 0 0 0 0
"scaffold_76_467862_467989_+" 0 0 0 0 0
"scaffold_76_468932_469106_+" 0 0 0 0 0
"scaffold_76_479358_479564_+" 0 0 0 0 0
"scaffold_76_501333_501375_+" 0 0 0 0 0
"scaffold_76_520330_520516_+" 0 0 0 0 0
"scaffold_76_548972_549001_+" 0 -1 0 1 0
"scaffold_76_561888_562029_+" 0 0 0 0 0
"scaffold_76_607245_607283_+" 0 -1 1 1 0
"scaffold_76_22035_22551_-" 0 0 0 0 0
"scaffold_76_22768_22828_-" 0 0 0 0 0
"scaffold_76_57350_57423_-" 1 -1 0 1 0
"scaffold_76_66687_66843_-" 0 0 0 0 0
"scaffold_76_70732_70910_-" 0 0 0 0 0
"scaffold_76_73341_73489_-" 0 0 0 0 0
"scaffold_76_79518_79610_-" 0 0 0 0 0
"scaffold_76_88375_88444_-" 0 0 0 0 0
"scaffold_76_90004_90086_-" 0 0 0 0 0
"scaffold_76_92812_92925_-" 0 0 0 0 0
"scaffold_76_130326_130430_-" 0 -1 1 0 0
"scaffold_76_177231_177266_-" 0 -1 0 1 0
"scaffold_76_210895_211071_-" 0 0 0 0 0
"scaffold_76_214393_214513_-" 0 0 0 0 0
"scaffold_76_224289_224700_-" 0 0 0 0 0
"scaffold_76_229207_229234_-" 0 0 0 0 0
"scaffold_76_234391_234501_-" 0 0 0 0 0
"scaffold_76_267290_267448_-" 0 0 0 0 0
"scaffold_76_362887_362935_-" 0 0 0 0 0
"scaffold_76_369068_369119_-" 0 0 0 0 0
"scaffold_76_453847_453941_-" 1 -1 0 1 0
"scaffold_76_454344_454560_-" 1 0 0 1 0
"scaffold_76_512087_512429_-" 0 0 0 0 0
"scaffold_76_514880_515129_-" 0 0 0 0 0
"scaffold_76_519299_519365_-" 1 -1 0 1 0
"scaffold_76_524337_524459_-" 0 0 0 0 0
"scaffold_766_9977_10107_+" 1 -1 0 1 0
"scaffold_77_63940_64086_+" 0 0 0 0 0
"scaffold_77_74217_74424_+" -1 1 1 -1 0
"scaffold_77_75801_76021_+" 0 0 0 0 0
"scaffold_77_81870_82001_+" 0 0 0 0 0
"scaffold_77_84777_84843_+" 0 0 0 0 0
"scaffold_77_84964_85143_+" 0 0 0 0 0
"scaffold_77_92499_92708_+" 0 0 0 0 0
"scaffold_77_218173_218408_+" 0 0 0 0 0
"scaffold_77_220045_220118_+" 0 0 0 0 0
"scaffold_77_242187_242251_+" 0 0 0 0 0
"scaffold_77_247033_247179_+" -1 1 0 -1 0
"scaffold_77_247264_247392_+" 0 0 0 0 0
"scaffold_77_252108_252430_+" 0 0 0 0 0
"scaffold_77_266920_267026_+" 1 -1 0 1 0
"scaffold_77_282303_282317_+" 0 0 0 0 0
"scaffold_77_334081_334206_+" 0 0 0 0 0
"scaffold_77_344549_344684_+" 0 0 0 0 0
"scaffold_77_347447_347561_+" 0 0 0 0 0
"scaffold_77_352239_352328_+" 0 0 0 0 0
"scaffold_77_359952_360409_+" 0 0 0 0 0
"scaffold_77_360688_360951_+" 0 0 0 0 0
"scaffold_77_370333_370394_+" 0 0 0 0 0
"scaffold_77_372777_372988_+" 0 0 0 0 0
"scaffold_77_373725_373832_+" 0 0 0 0 0
"scaffold_77_505075_505143_+" 0 0 0 0 0
"scaffold_77_526876_527038_+" 0 0 0 0 0
"scaffold_77_527213_527393_+" 0 0 0 0 0
"scaffold_77_547892_547964_+" 0 0 0 0 0
"scaffold_77_63716_63839_-" 0 0 0 0 0
"scaffold_77_78992_79243_-" -1 1 1 -1 0
"scaffold_77_118199_118240_-" 0 0 0 0 0
"scaffold_77_127383_127587_-" 0 0 0 0 0
"scaffold_77_127684_127863_-" 0 0 0 0 0
"scaffold_77_135847_136104_-" 0 0 0 0 0
"scaffold_77_136223_136561_-" 0 0 0 0 0
"scaffold_77_143717_143882_-" 0 0 0 0 0
"scaffold_77_143996_144080_-" 1 0 0 0 0
"scaffold_77_225619_225756_-" 0 0 0 0 0
"scaffold_77_232227_232268_-" 0 0 0 0 0
"scaffold_77_234014_234264_-" 0 0 0 0 0
"scaffold_77_241138_241248_-" 0 0 0 0 0
"scaffold_77_246807_246932_-" 0 0 0 0 0
"scaffold_77_278269_278360_-" 0 0 0 0 0
"scaffold_77_279075_279362_-" 0 0 0 0 0
"scaffold_77_317663_317709_-" 1 -1 0 1 0
"scaffold_77_356383_356599_-" 0 0 0 0 0
"scaffold_77_376471_376695_-" 0 0 0 0 0
"scaffold_77_472654_472794_-" 0 0 0 0 0
"scaffold_77_493191_493242_-" 0 0 0 0 0
"scaffold_77_500976_501105_-" 0 0 0 0 0
"scaffold_77_503952_504067_-" -1 0 0 -1 0
"scaffold_77_508257_508383_-" 0 0 0 0 0
"scaffold_77_512641_512808_-" -1 0 0 0 0
"scaffold_77_513062_513101_-" -1 1 0 -1 0
"scaffold_77_522430_522553_-" 0 0 0 0 0
"scaffold_77_533613_533775_-" 0 0 0 0 0
"scaffold_77_544616_544763_-" 1 -1 0 1 0
"scaffold_78_92185_92287_+" 0 0 0 0 0
"scaffold_78_112155_112180_+" 1 0 0 1 0
"scaffold_78_142886_142931_+" 1 -1 0 1 0
"scaffold_78_143812_143906_+" 1 -1 0 1 0
"scaffold_78_178075_178166_+" 0 0 0 0 0
"scaffold_78_188767_188860_+" 0 0 0 0 0
"scaffold_78_202626_202857_+" 0 0 0 0 0
"scaffold_78_223330_223391_+" 0 0 0 0 0
"scaffold_78_361276_361354_+" 1 0 0 1 0
"scaffold_78_444016_444105_+" 0 0 0 1 0
"scaffold_78_503902_503967_+" 0 0 0 0 0
"scaffold_78_51900_51915_-" 0 0 0 0 0
"scaffold_78_89466_89599_-" -1 0 1 0 1
"scaffold_78_165707_165740_-" 1 -1 0 1 0
"scaffold_78_177747_177903_-" 0 0 0 0 0
"scaffold_78_184075_184318_-" 0 0 0 0 0
"scaffold_78_193438_193584_-" 0 0 0 0 0
"scaffold_78_193516_193899_-" 0 0 0 0 0
"scaffold_78_201647_201935_-" 0 0 0 0 0
"scaffold_78_212629_212774_-" 0 0 0 0 0
"scaffold_78_246696_246749_-" 0 0 0 0 0
"scaffold_78_260646_260707_-" 0 0 0 0 0
"scaffold_78_265309_265578_-" 0 0 0 0 0
"scaffold_78_465486_465529_-" 0 0 0 0 0
"scaffold_78_502086_502249_-" 0 0 0 0 0
"scaffold_78_512427_512605_-" 0 0 0 0 0
"scaffold_78_515288_515439_-" 0 0 0 0 0
"scaffold_784_31340_31427_-" 1 0 0 0 0
"scaffold_79_72089_72186_+" -1 1 0 -1 0
"scaffold_79_164715_164759_+" 1 0 0 1 0
"scaffold_79_337026_337054_+" 0 0 0 0 0
"scaffold_79_337234_337286_+" 0 0 0 0 0
"scaffold_79_359651_359750_+" 1 0 -1 0 0
"scaffold_79_360310_360359_+" 0 0 0 0 0
"scaffold_79_379877_379970_+" 0 0 0 0 0
"scaffold_79_381704_381975_+" -1 1 0 -1 0
"scaffold_79_384980_385103_+" 0 0 0 0 0
"scaffold_79_437544_437776_+" 0 0 0 0 0
"scaffold_79_439578_439804_+" 0 0 0 0 0
"scaffold_79_493555_493805_+" 0 0 0 0 0
"scaffold_79_507146_507180_+" 0 0 0 0 0
"scaffold_79_511240_511281_+" 0 0 0 0 0
"scaffold_79_518712_518868_+" 0 0 0 0 0
"scaffold_79_556045_556156_+" 0 -1 1 1 0
"scaffold_79_85747_85806_-" 0 0 0 0 0
"scaffold_79_99434_99583_-" -1 0 1 -1 0
"scaffold_79_142453_142562_-" 1 0 0 1 0
"scaffold_79_153390_153510_-" 0 0 0 0 0
"scaffold_79_203046_203192_-" 0 0 0 0 0
"scaffold_79_210061_210111_-" 0 0 0 0 0
"scaffold_79_211070_211208_-" -1 0 0 -1 0
"scaffold_79_217269_217415_-" 0 0 0 0 0
"scaffold_79_219961_220107_-" 0 0 0 0 0
"scaffold_79_259315_259326_-" 0 0 0 0 0
"scaffold_79_266876_266930_-" 0 0 0 0 0
"scaffold_79_271135_271447_-" 0 0 0 1 0
"scaffold_79_271597_271615_-" 0 0 0 0 0
"scaffold_79_274087_274161_-" 0 0 0 0 0
"scaffold_79_274295_274326_-" 0 0 0 0 0
"scaffold_79_277616_277676_-" 0 0 0 0 0
"scaffold_79_284102_284108_-" 0 -1 0 0 0
"scaffold_79_284408_284481_-" 0 0 0 0 0
"scaffold_79_284606_284633_-" 0 0 0 0 0
"scaffold_79_288347_288362_-" 0 0 0 0 0
"scaffold_79_310587_310708_-" 0 0 0 0 0
"scaffold_79_310947_310965_-" 0 0 0 0 0
"scaffold_79_313241_313565_-" 0 0 0 0 0
"scaffold_79_313914_313928_-" 0 0 0 0 0
"scaffold_79_319802_319889_-" 0 0 0 0 0
"scaffold_79_320040_320082_-" 0 0 0 0 0
"scaffold_79_323006_323167_-" 0 0 0 0 0
"scaffold_79_323300_323347_-" 0 0 0 0 0
"scaffold_79_325329_325410_-" 0 0 0 0 0
"scaffold_79_325580_325592_-" 0 0 0 0 0
"scaffold_79_369228_369247_-" 0 0 0 0 0
"scaffold_79_372871_372944_-" 0 0 0 0 0
"scaffold_79_384267_384372_-" 0 0 0 0 0
"scaffold_79_384702_384802_-" 0 0 0 0 0
"scaffold_79_422915_423033_-" 0 0 0 0 0
"scaffold_79_424071_424182_-" 0 0 0 0 0
"scaffold_79_425965_426131_-" 0 0 0 0 0
"scaffold_79_437268_437328_-" 0 0 0 0 0
"scaffold_79_474607_474679_-" 0 0 0 0 0
"scaffold_79_516920_517090_-" -1 0 0 -1 0
"scaffold_79_527451_527582_-" 0 0 0 0 0
"scaffold_79_554227_554296_-" 0 0 0 0 0
"scaffold_8_12217_12387_+" 0 0 0 0 0
"scaffold_8_18398_18499_+" 0 1 -1 -1 -1
"scaffold_8_18582_18645_+" 0 0 -1 0 -1
"scaffold_8_18753_18874_+" 0 0 -1 0 -1
"scaffold_8_26071_26118_+" 0 0 0 0 0
"scaffold_8_30685_30722_+" 0 0 0 0 0
"scaffold_8_39298_39351_+" 0 1 -1 0 -1
"scaffold_8_130768_130834_+" 0 0 0 0 0
"scaffold_8_131832_131933_+" 1 0 0 1 0
"scaffold_8_134562_134691_+" 0 0 0 0 0
"scaffold_8_137990_138215_+" 0 0 0 0 0
"scaffold_8_144893_145085_+" 0 0 0 0 0
"scaffold_8_152873_152941_+" 0 0 0 0 0
"scaffold_8_170913_170937_+" 1 -1 0 1 0
"scaffold_8_186909_187061_+" 1 -1 0 1 0
"scaffold_8_205087_205249_+" 0 0 0 0 0
"scaffold_8_205321_205439_+" 0 0 0 0 0
"scaffold_8_247409_247527_+" 0 0 0 0 0
"scaffold_8_271625_271736_+" 1 -1 0 1 0
"scaffold_8_294092_294173_+" 0 0 0 0 0
"scaffold_8_300837_301006_+" 0 0 0 0 0
"scaffold_8_320137_320211_+" 0 0 -1 0 0
"scaffold_8_329317_329359_+" 0 0 0 0 0
"scaffold_8_360392_360491_+" 0 0 0 0 0
"scaffold_8_411529_411592_+" 0 0 0 0 0
"scaffold_8_601532_601601_+" 1 -1 0 1 0
"scaffold_8_617939_617974_+" 0 0 0 0 0
"scaffold_8_649690_649788_+" 0 0 0 0 0
"scaffold_8_682430_682484_+" 0 0 0 0 0
"scaffold_8_720487_720588_+" 0 0 0 0 0
"scaffold_8_735341_735523_+" 0 0 0 0 0
"scaffold_8_805866_805974_+" 0 0 0 0 0
"scaffold_8_807104_807184_+" 1 0 0 0 0
"scaffold_8_818032_818341_+" 0 0 0 0 0
"scaffold_8_822154_822258_+" 1 -1 0 1 0
"scaffold_8_829239_829344_+" 0 0 0 0 0
"scaffold_8_877791_877894_+" 0 0 0 0 0
"scaffold_8_878269_878350_+" 0 0 0 0 0
"scaffold_8_878991_879204_+" 0 0 0 0 0
"scaffold_8_883674_883869_+" 0 0 0 0 0
"scaffold_8_885286_885491_+" -1 0 1 -1 0
"scaffold_8_897289_897406_+" 0 0 0 0 0
"scaffold_8_917687_917973_+" 0 0 0 0 0
"scaffold_8_932447_932472_+" 0 0 0 0 0
"scaffold_8_987281_987422_+" -1 1 0 -1 0
"scaffold_8_997793_998051_+" 0 0 0 0 0
"scaffold_8_1018269_1018373_+" 0 0 0 0 0
"scaffold_8_1024111_1024291_+" 0 0 0 0 0
"scaffold_8_1027289_1027396_+" 0 0 0 0 0
"scaffold_8_1027446_1027566_+" 0 0 -1 0 0
"scaffold_8_1043508_1043728_+" 0 0 0 0 0
"scaffold_8_1080884_1081045_+" 0 0 0 0 0
"scaffold_8_1081493_1081669_+" 0 0 0 0 0
"scaffold_8_1088559_1088605_+" 0 0 0 0 0
"scaffold_8_1217011_1217160_+" 0 0 0 0 0
"scaffold_8_1223895_1224180_+" -1 1 1 -1 0
"scaffold_8_1287176_1287286_+" 0 0 0 0 0
"scaffold_8_1287455_1287588_+" 0 0 0 0 0
"scaffold_8_1320006_1320021_+" 1 -1 0 1 0
"scaffold_8_1355929_1356015_+" 0 0 0 0 0
"scaffold_8_1364104_1364114_+" 0 0 0 0 0
"scaffold_8_1371873_1372084_+" 1 0 -1 0 0
"scaffold_8_1382868_1382929_+" 1 -1 0 1 0
"scaffold_8_1383570_1383719_+" 0 0 0 0 0
"scaffold_8_1394446_1394758_+" 0 0 0 0 0
"scaffold_8_1396357_1396462_+" -1 0 0 0 0
"scaffold_8_1399690_1399877_+" 0 0 0 0 0
"scaffold_8_1404066_1404106_+" 0 -1 0 0 0
"scaffold_8_1408496_1408533_+" 0 0 0 0 0
"scaffold_8_1409630_1409692_+" 1 -1 0 1 0
"scaffold_8_1422435_1422495_+" 0 0 0 0 0
"scaffold_8_1487405_1487588_+" 0 0 0 0 0
"scaffold_8_1566203_1566280_+" 0 0 0 0 0
"scaffold_8_1569517_1569534_+" 1 0 0 1 0
"scaffold_8_1579877_1579926_+" 0 0 0 0 0
"scaffold_8_1592548_1592647_+" 0 0 0 0 0
"scaffold_8_1592808_1592978_+" 0 0 0 0 0
"scaffold_8_1627127_1627318_+" 0 0 0 0 0
"scaffold_8_1629989_1630158_+" -1 0 0 -1 0
"scaffold_8_1640580_1640777_+" 0 0 0 0 0
"scaffold_8_1641177_1641228_+" 0 0 0 0 0
"scaffold_8_1642053_1642228_+" 0 0 0 0 0
"scaffold_8_1677621_1677820_+" 0 0 0 0 0
"scaffold_8_1681297_1681335_+" 0 0 0 0 0
"scaffold_8_1682095_1682219_+" 0 0 0 0 0
"scaffold_8_1706336_1706389_+" -1 1 1 -1 0
"scaffold_8_1916975_1917138_+" 0 0 0 0 0
"scaffold_8_1946031_1946282_+" 0 0 0 0 0
"scaffold_8_1955465_1955681_+" 0 0 0 0 0
"scaffold_8_1975785_1975927_+" 0 0 -1 0 0
"scaffold_8_1976782_1976917_+" 0 0 0 0 0
"scaffold_8_1977077_1977223_+" 0 0 0 0 0
"scaffold_8_1991873_1991994_+" 0 0 0 0 0
"scaffold_8_2010778_2010830_+" 0 0 0 0 0
"scaffold_8_2013303_2013438_+" 0 0 0 0 0
"scaffold_8_2016484_2016620_+" 0 0 0 0 0
"scaffold_8_2028402_2028520_+" 0 0 0 0 0
"scaffold_8_2028697_2028788_+" 0 0 -1 0 0
"scaffold_8_2032423_2032564_+" 0 0 0 0 0
"scaffold_8_2032886_2033053_+" 0 0 0 0 0
"scaffold_8_2033322_2033432_+" 0 0 0 0 0
"scaffold_8_2033530_2033688_+" 0 0 0 0 0
"scaffold_8_2034969_2035031_+" 0 -1 0 1 0
"scaffold_8_2060775_2060934_+" 0 0 0 0 0
"scaffold_8_2108189_2108243_+" 0 0 0 0 0
"scaffold_8_2112808_2112851_+" 0 0 0 0 0
"scaffold_8_2117151_2117261_+" 0 0 0 0 0
"scaffold_8_2119898_2120137_+" 0 0 0 0 0
"scaffold_8_2127453_2127505_+" 0 0 0 0 0
"scaffold_8_2134571_2134734_+" 0 0 0 0 0
"scaffold_8_2145742_2145977_+" 0 0 0 0 0
"scaffold_8_2148897_2149013_+" 0 0 0 0 0
"scaffold_8_2155552_2155751_+" -1 0 0 0 0
"scaffold_8_2171072_2171290_+" 0 0 0 0 0
"scaffold_8_2176459_2176565_+" 0 0 0 0 0
"scaffold_8_2230796_2230851_+" -1 0 0 -1 0
"scaffold_8_2266426_2266651_+" -1 0 0 0 0
"scaffold_8_15696_15772_-" 0 1 -1 0 -1
"scaffold_8_15864_15936_-" 0 1 -1 0 -1
"scaffold_8_16044_16156_-" 0 1 -1 0 -1
"scaffold_8_16326_16357_-" 0 1 -1 -1 -1
"scaffold_8_33156_33406_-" 0 1 -1 -1 -1
"scaffold_8_33428_33495_-" 0 1 -1 0 -1
"scaffold_8_33906_34019_-" 0 1 -1 0 -1
"scaffold_8_43642_43714_-" 0 -1 0 0 0
"scaffold_8_49213_49417_-" 0 0 0 0 0
"scaffold_8_116138_116170_-" 0 0 0 1 0
"scaffold_8_123904_124126_-" 0 0 0 0 0
"scaffold_8_125090_125126_-" 0 0 0 0 0
"scaffold_8_130253_130365_-" 0 0 0 0 0
"scaffold_8_143707_143905_-" 0 0 0 0 0
"scaffold_8_151957_152057_-" 0 0 0 0 0
"scaffold_8_169636_169703_-" 0 0 0 0 0
"scaffold_8_174502_174597_-" 0 0 0 0 0
"scaffold_8_175569_175660_-" 0 0 0 0 0
"scaffold_8_179314_179566_-" 0 0 0 0 0
"scaffold_8_181871_181956_-" 0 0 0 0 0
"scaffold_8_182065_182246_-" 0 0 0 0 0
"scaffold_8_204828_204940_-" -1 0 0 0 0
"scaffold_8_244163_244307_-" 0 0 0 0 0
"scaffold_8_249447_249605_-" -1 0 0 0 0
"scaffold_8_259491_259620_-" 1 0 0 0 0
"scaffold_8_265252_265326_-" 1 0 -1 1 0
"scaffold_8_265612_265786_-" 1 0 -1 0 0
"scaffold_8_300252_300530_-" 0 0 0 0 0
"scaffold_8_307029_307482_-" 1 -1 0 1 0
"scaffold_8_307509_307626_-" 0 0 0 0 0
"scaffold_8_308922_309002_-" 1 -1 0 1 0
"scaffold_8_313145_313272_-" 0 0 0 0 0
"scaffold_8_313379_313463_-" 1 0 0 1 0
"scaffold_8_317342_317599_-" 0 0 0 0 0
"scaffold_8_327660_327740_-" 0 0 0 0 0
"scaffold_8_338707_338778_-" 0 0 0 0 0
"scaffold_8_348068_348413_-" 0 0 0 0 0
"scaffold_8_377008_377110_-" 1 0 0 0 0
"scaffold_8_380846_381044_-" 0 -1 0 1 0
"scaffold_8_382750_382787_-" 0 -1 0 1 0
"scaffold_8_382893_383132_-" 0 0 0 0 0
"scaffold_8_401137_401658_-" 0 0 0 0 0
"scaffold_8_403076_403297_-" 1 -1 0 1 0
"scaffold_8_403766_403896_-" 0 -1 0 1 0
"scaffold_8_410643_410900_-" 0 0 0 0 0
"scaffold_8_414936_415101_-" 0 0 0 0 0
"scaffold_8_498342_498402_-" 0 0 0 0 0
"scaffold_8_504546_504625_-" 0 0 -1 0 0
"scaffold_8_536994_537203_-" 0 0 0 0 0
"scaffold_8_551095_551242_-" 0 0 0 0 0
"scaffold_8_551437_551629_-" 0 0 0 0 0
"scaffold_8_565541_565617_-" 0 0 0 0 0
"scaffold_8_566112_566236_-" 0 -1 0 0 0
"scaffold_8_567001_567110_-" 0 0 0 0 0
"scaffold_8_572912_572954_-" 0 0 0 0 0
"scaffold_8_578475_578505_-" 0 0 0 0 0
"scaffold_8_582586_582756_-" 0 0 0 0 0
"scaffold_8_709143_709409_-" 0 0 0 0 0
"scaffold_8_732056_732181_-" 0 0 0 0 0
"scaffold_8_735187_735238_-" 0 0 0 0 0
"scaffold_8_761694_761901_-" -1 1 0 -1 0
"scaffold_8_762830_762932_-" 0 0 0 0 0
"scaffold_8_897009_897092_-" 0 0 0 0 0
"scaffold_8_901082_901156_-" 0 0 0 0 0
"scaffold_8_901325_901375_-" 0 0 0 0 0
"scaffold_8_902716_902773_-" 0 0 0 0 0
"scaffold_8_907759_907965_-" 0 0 0 0 0
"scaffold_8_951088_951208_-" 0 0 0 0 0
"scaffold_8_953733_953878_-" 0 0 0 0 0
"scaffold_8_953979_954282_-" 0 0 0 0 0
"scaffold_8_960415_960582_-" 0 0 0 0 0
"scaffold_8_983449_983652_-" -1 0 0 0 0
"scaffold_8_996349_996394_-" 0 0 0 0 0
"scaffold_8_1005507_1005630_-" 1 0 -1 0 0
"scaffold_8_1005750_1005800_-" 0 0 0 0 0
"scaffold_8_1006118_1006374_-" 1 0 -1 1 0
"scaffold_8_1007091_1007232_-" 1 0 -1 0 0
"scaffold_8_1058106_1058151_-" 0 -1 0 1 0
"scaffold_8_1074570_1074622_-" 0 0 0 0 0
"scaffold_8_1119348_1119496_-" 1 -1 0 1 0
"scaffold_8_1227029_1227207_-" 0 0 0 0 0
"scaffold_8_1227305_1227430_-" 0 0 0 0 0
"scaffold_8_1238635_1238698_-" 0 0 0 0 0
"scaffold_8_1247089_1247160_-" 0 0 0 0 0
"scaffold_8_1265002_1265189_-" 0 0 0 0 0
"scaffold_8_1273503_1273799_-" 0 0 0 0 0
"scaffold_8_1277070_1277214_-" 0 0 0 0 0
"scaffold_8_1286111_1286246_-" 0 -1 0 1 0
"scaffold_8_1349908_1350113_-" 0 0 0 0 0
"scaffold_8_1355727_1355858_-" 0 0 0 0 0
"scaffold_8_1371665_1371881_-" 0 0 0 0 0
"scaffold_8_1377731_1377796_-" 0 0 0 0 0
"scaffold_8_1394195_1394344_-" 0 0 0 0 0
"scaffold_8_1449655_1449799_-" 0 0 0 0 0
"scaffold_8_1452556_1452623_-" 0 0 0 0 0
"scaffold_8_1453599_1453782_-" 0 0 0 0 0
"scaffold_8_1556157_1556508_-" 0 0 0 0 0
"scaffold_8_1559586_1559803_-" 0 0 0 0 0
"scaffold_8_1560438_1560684_-" 0 0 0 0 0
"scaffold_8_1564047_1564088_-" 1 -1 0 1 0
"scaffold_8_1574637_1574732_-" 0 0 0 0 0
"scaffold_8_1574848_1574887_-" 1 0 -1 0 0
"scaffold_8_1589960_1590077_-" 0 0 0 0 0
"scaffold_8_1622214_1622341_-" -1 -1 1 0 1
"scaffold_8_1623954_1624076_-" 0 0 0 0 0
"scaffold_8_1656574_1656619_-" 0 0 0 0 0
"scaffold_8_1659200_1659274_-" 0 0 0 0 0
"scaffold_8_1671372_1671427_-" 0 0 0 0 0
"scaffold_8_1804715_1804862_-" 0 0 0 0 0
"scaffold_8_1916545_1916760_-" 0 0 0 0 0
"scaffold_8_1921326_1921421_-" 1 0 0 1 0
"scaffold_8_1933127_1933261_-" 0 0 0 1 0
"scaffold_8_1933398_1933411_-" 0 0 0 0 0
"scaffold_8_1938255_1938366_-" 0 0 0 0 0
"scaffold_8_1943628_1943831_-" 0 0 0 0 0
"scaffold_8_1961973_1961982_-" 0 0 0 0 0
"scaffold_8_1963514_1963666_-" 0 0 0 0 0
"scaffold_8_1986151_1986237_-" 0 0 0 0 0
"scaffold_8_1997455_1997501_-" 0 0 0 0 0
"scaffold_8_2000730_2001075_-" 1 0 0 0 0
"scaffold_8_2003146_2003249_-" 0 -1 0 1 0
"scaffold_8_2010145_2010242_-" -1 0 1 0 0
"scaffold_8_2020412_2020519_-" 0 0 0 0 0
"scaffold_8_2027995_2028314_-" 0 0 0 0 0
"scaffold_8_2034822_2034881_-" 0 0 0 0 0
"scaffold_8_2063644_2063736_-" 0 0 0 0 0
"scaffold_8_2100906_2100976_-" 0 0 0 0 0
"scaffold_8_2107938_2108030_-" 0 0 0 0 0
"scaffold_8_2176352_2176525_-" 0 0 0 0 0
"scaffold_8_2208764_2208862_-" 1 -1 0 1 0
"scaffold_8_2222788_2222963_-" 0 0 0 0 0
"scaffold_8_2242043_2242080_-" 0 -1 0 0 0
"scaffold_80_10893_11042_+" 0 0 0 0 0
"scaffold_80_65657_65705_+" 0 0 0 0 0
"scaffold_80_69355_69786_+" -1 0 0 0 0
"scaffold_80_144025_144061_+" 0 0 1 0 1
"scaffold_80_166181_166239_+" 0 0 0 0 0
"scaffold_80_215557_215672_+" 0 0 0 0 0
"scaffold_80_218581_218794_+" 0 0 0 0 0
"scaffold_80_232422_232618_+" -1 0 0 0 0
"scaffold_80_235186_235306_+" 0 0 1 0 1
"scaffold_80_245610_245771_+" 0 0 0 0 0
"scaffold_80_253634_253782_+" 1 0 0 0 0
"scaffold_80_253933_254146_+" 0 0 0 0 0
"scaffold_80_355085_355171_+" 0 0 0 0 0
"scaffold_80_396021_396159_+" 0 0 0 0 0
"scaffold_80_402660_402760_+" 0 0 0 0 0
"scaffold_80_406142_406175_+" 0 0 0 0 0
"scaffold_80_418675_418728_+" 1 -1 0 1 0
"scaffold_80_462350_462408_+" 0 0 0 0 0
"scaffold_80_479034_479267_+" 0 0 0 0 0
"scaffold_80_56935_57051_-" -1 0 0 0 0
"scaffold_80_83434_83545_-" 0 0 0 0 0
"scaffold_80_90938_91069_-" 0 0 0 0 0
